id,titulaire-sexe,titulaire-soutien-simplifie,n_sentences,mean_sent_len,std_sent_len,mean_word_len,pron_1sg_rate,pron_1pl_rate,modal_rate,adj_rate,flesch_fr,msttr
EL189_L_1993_03_002_01_1_PF_02,femme,PCF,6,114.33333333333333,150.22834471415692,4.845481049562682,0.2915451895043732,0.43731778425655976,1.1661807580174928,8.892128279883382,-62.256496598639444,0.8899999999999999
EL189_L_1993_03_002_01_1_PF_03,homme,Gauche gouvernementale (PS/MRG/MDC),7,131.0,186.6027101319041,4.883315158124319,2.7262813522355507,0.6543075245365322,1.1995637949836424,8.833151581243184,-77.17808615049071,0.9233333333333332
EL189_L_1993_03_002_01_1_PF_04,homme,Écologistes,12,50.5,129.89450848027923,5.429042904290429,0.0,1.8151815181518154,0.16501650165016502,11.056105610561056,-14.411955445544521,0.855
EL189_L_1993_03_002_01_1_PF_05,homme,Non mentionné,7,68.42857142857143,150.95018775633724,4.935281837160751,1.4613778705636742,1.2526096033402923,1.8789144050104383,10.22964509394572,-14.26460334029224,0.86
EL189_L_1993_03_002_01_1_PF_06,homme,Droite parlementaire (RPR/UDF),6,45.333333333333336,81.45687338845153,5.2536764705882355,0.0,1.8382352941176472,0.3676470588235294,14.338235294117647,-2.1780392156862547,0.85
EL189_L_1993_03_002_01_1_PF_07,homme,Front national,5,171.6,320.05661999090097,4.813519813519814,0.11655011655011654,0.8158508158508158,0.5827505827505828,8.624708624708624,-115.3175897435897,0.8666666666666667
EL189_L_1993_03_002_02_1_PF_03,homme,Non mentionné,6,152.0,143.18635875436365,4.6951754385964914,1.425438596491228,1.3157894736842104,0.9868421052631579,9.320175438596491,-96.33614035087714,0.89
EL189_L_1993_03_002_02_1_PF_04,homme,Gauche gouvernementale (PS/MRG/MDC),3,210.66666666666666,246.43096847235378,4.8275316455696204,2.2151898734177213,0.31645569620253167,1.5822784810126582,12.183544303797468,-158.56843881856537,0.935
EL189_L_1993_03_002_02_1_PF_05,homme,Gauche gouvernementale (PS/MRG/MDC),2,194.5,192.5,5.048843187660668,0.5141388174807198,2.827763496143959,0.2570694087403599,10.025706940874036,-153.510559125964,0.9
EL189_L_1993_03_002_02_1_PF_06,homme,Écologistes,5,88.2,142.22714227600864,5.160997732426304,0.0,0.6802721088435374,0.45351473922902497,10.657596371882086,-42.24000680272107,0.85
EL189_L_1993_03_002_02_1_PF_07,homme,Droite parlementaire (RPR/UDF),1,479.0,0.0,4.732776617954071,2.0876826722338206,0.41753653444676403,1.0438413361169103,11.273486430062631,-432.22383089770346,0.77
EL189_L_1993_03_002_02_1_PF_08,homme,Autres,2,54.5,33.5,4.81651376146789,0.9174311926605505,1.834862385321101,0.0,11.926605504587156,-0.24410550458713942,0.925
EL189_L_1993_03_002_02_1_PF_09,homme,Indépendants / divers,7,68.0,75.60990109011613,4.932773109243698,1.4705882352941175,2.5210084033613445,1.050420168067227,11.344537815126051,-16.33260504201678,0.875
